Classifier,Cross_Val_Score,Data,Test_Score,Vectorizer,class__max_depth,class__n_estimators,vec__max_df,vec__max_features,vec__min_df,vec__ngram_range,vec__stop_words,vec__token_pattern
RandomForestClassifier,0.8266905857577412,dfstem2,0.8366869443144596,CountVectorizer,,100,0.95,,2,"(1, 2)",,\S+
